Date,Team,Nombre,Acquired,Relinquished,Notes,ID
03-01-16,Raptors,Anthony Bennett,,Anthony Bennett,sore lower back (DTD),203461
03-01-16,Lakers,Tarik Black,Tarik Black,,activated from IL,204028
04-01-16,76ers,Hollis Thompson,Hollis Thompson,,returned to lineup,203138
04-01-16,Blazers,Luis Montero,,Luis Montero,placed on IL,1626242
04-01-16,Blazers,Damian Lillard,Damian Lillard,,activated from IL,203081
04-01-16,Cavaliers,Joe Harris,,Joe Harris,right foot injury (DTD) (CBC Y),203925
04-01-16,Celtics,Avery Bradley,,Avery Bradley,placed on IL with sore left hip,202340
04-01-16,Grizzlies,Mike Conley Jr.,,Mike Conley Jr.,tightness in lower back (DTD),201144
04-01-16,Heat,Hassan Whiteside,,Hassan Whiteside,knee injury (DTD),202355
04-01-16,Heat,Hassan Whiteside,,Hassan Whiteside,placed on IL with sore right knee,202355
04-01-16,Heat,Jarnell Stokes,Jarnell Stokes,,activated from IL,203950
04-01-16,Hornets,Spencer Hawes,Spencer Hawes,,returned to lineup,201150
04-01-16,Kings,Duje Dukan,,Duje Dukan,placed on IL (P),1626251
04-01-16,Kings,Omri Casspi,,Omri Casspi,sore upper back (DTD),201956
04-01-16,Kings,Willie Cauley-Stein,Willie Cauley-Stein,,activated from IL (P),1626161
04-01-16,Lakers,D'Angelo Russell,,D'Angelo Russell,placed on IL with illness,1626156
04-01-16,Magic,Elfrid Payton,,Elfrid Payton,bruised left ankle (DTD),203901
04-01-16,Nets,Jarrett Jack,,Jarrett Jack,placed on IL with torn ACL in right knee (out for season),101127
04-01-16,Pacers,George Hill,,George Hill,food poisoning (DTD),201588
04-01-16,Raptors,DeMarre Carroll,,DeMarre Carroll,placed on IL with sore right knee,201960
04-01-16,Raptors,Delon Wright,Delon Wright,,activated from IL,1626153
04-01-16,Raptors,Norman Powell,Norman Powell,,activated from IL,1626181
04-01-16,Rockets,Donatas Motiejunas,,Donatas Motiejunas,sore back (DTD),202700
04-01-16,Rockets,Ty Lawson,,Ty Lawson,sprained left ankle (DTD),201951
04-01-16,Spurs,Tony Parker,, Tony Parker,placed on IL with sore right hip,2225
04-01-16,Thunder,Kevin Durant,,Kevin Durant,toe injury (DTD),201142
04-01-16,Thunder,Kevin Durant,,Kevin Durant,placed on IL with sprained right big toe,201142
04-01-16,Thunder,Steve Novak,Steve Novak,,activated from IL,200779
04-01-16,Warriors,James McAdoo,,James McAdoo ,sprained toe on left foot (DTD),203949
04-01-16,Warriors,Brandon Rush,Brandon Rush,,returned to lineup,201575
04-01-16,Warriors,Festus Ezeli,Festus Ezeli,,returned to lineup,203105
04-01-16,Warriors,Harrison Barnes,Harrison Barnes,,activated from IL,203084
04-01-16,Warriors,Kevon Looney,Kevon Looney,,activated from IL,1626172
05-01-16,Bucks,Jerryd Bayless,,Jerryd Bayless,placed on IL with sprained ankle,201573
05-01-16,Bucks,Damien Inglis,Damien Inglis,,activated from IL,203996
05-01-16,Bulls,Derrick Rose,Derrick Rose,,returned to lineup,201565
05-01-16,Hawks,Justin Holiday,,Justin Holiday,placed on IL,203200
05-01-16,Hawks,Tim Hardaway Jr.,Tim Hardaway Jr.,,activated from IL,203501
05-01-16,Kings,Duje Dukan,,Duje Dukan,leg injury (DTD) (CBC),1626251
05-01-16,Kings,Rajon Rondo,,Rajon Rondo,back spasms (DTD),200765
05-01-16,Kings,Willie Cauley-Stein,,Willie Cauley-Stein,lacerated right middle finger (DTD),1626161
05-01-16,Knicks,Lou Amundson,Lou Amundson,,activated from IL,200811
05-01-16,Lakers,Robert Sacre,Robert Sacre,,activated from IL,203135
05-01-16,Mavericks,Justin Anderson,,Justin Anderson,placed on IL,1626147
05-01-16,Mavericks,Devin Harris,Devin Harris,,activated from IL,2734
05-01-16,Warriors,James McAdoo,,James McAdoo ,sprained toe on left foot (DTD),203949
06-01-16,Blazers,C.J. McCollum,,C.J. McCollum,placed on IL,203468
06-01-16,Blazers,Luis Montero,Luis Montero,,activated from IL,1626242
06-01-16,Celtics,R.J. Hunter,R.J. Hunter,,returned to lineup,1626154
06-01-16,Grizzlies,Mike Conley Jr.,,Mike Conley Jr.,sore left Achilles tendon (DTD),201144
06-01-16,Heat,Josh Richardson,,Josh Richardson,placed on IL,1626196
06-01-16,Heat,Hassan Whiteside,Hassan Whiteside,,activated from IL,202355
06-01-16,Mavericks,Deron Williams,,Deron Williams,placed on IL for rest,101114
06-01-16,Mavericks,Dirk Nowitzki,,Dirk Nowitzki,placed on IL for rest,1717
06-01-16,Mavericks,Wes Matthews Jr.,,Wes Matthews Jr.,rest (DTD),77484
06-01-16,Mavericks,Zaza Pachulia,,Zaza Pachulia,rest (DTD),2585
06-01-16,Mavericks,Justin Anderson,Justin Anderson,,activated from IL,1626147
06-01-16,Mavericks,Salah Mejri,Salah Mejri,,activated from IL,1626257
06-01-16,Pacers,George Hill,George Hill,,returned to lineup,201588
06-01-16,Pelicans,Tyreke Evans,Tyreke Evans,,returned to lineup,201936
06-01-16,Raptors,Anthony Bennett,,Anthony Bennett,back injury (DTD),203461
06-01-16,Raptors,DeMarre Carroll,,DeMarre Carroll,arthroscopic surgery on right knee (out indefinitely),201960
06-01-16,Raptors,Delon Wright,Delon Wright,,activated from IL (P),1626153
06-01-16,Spurs,LaMarcus Aldridge,,LaMarcus Aldridge,placed on IL for rest,200746
06-01-16,Spurs,Rasual Butler,Rasual Butler,,activated from IL,2446
06-01-16,Thunder,Steve Novak,,Steve Novak,placed on IL,200779
06-01-16,Thunder,Kevin Durant,Kevin Durant,,activated from IL,201142
06-01-16,Timberwolves,Tyus Jones,,Tyus Jones,placed on IL,1626145
06-01-16,Timberwolves,Nikola Pekovic,Nikola Pekovic,,activated from IL,201593
06-01-16,Wizards,Kris Humphries,,Kris Humphries,placed on IL with sore right knee,2743
06-01-16,Wizards,DeJuan Blair,DeJuan Blair,,returned to lineup,201971
06-01-16,Wizards,Gary Neal,Gary Neal,,returned to lineup,202390
06-01-16,Wizards,Nene Hilario,Nene Hilario ,,activated from IL,2403
07-01-16,Hawks,Lamar Patterson,,Lamar Patterson,placed on IL,203934
07-01-16,Hawks,Edy Tavares,,Edy Tavares,placed on IL,204002
07-01-16,Hawks,Justin Holiday,Justin Holiday,,activated from IL,203200
07-01-16,Hawks,Tiago Splitter,Tiago Splitter,,activated from IL,201168
07-01-16,Jazz,Rodney Hood,,Rodney Hood,right ankle injury (DTD),203918
07-01-16,Jazz,Rudy Gobert,Rudy Gobert,,activated from IL,203497
07-01-16,Kings,Rajon Rondo,Rajon Rondo,,returned to lineup,200765
07-01-16,Lakers,Ron Artest,,Ron Artest,placed on IL,1897
07-01-16,Lakers,Robert Sacre,,Robert Sacre,placed on IL,203135
07-01-16,Lakers,D'Angelo Russell,D'Angelo Russell,,activated from IL,1626156
07-01-16,Lakers,Kobe Bryant,Kobe Bryant,,activated from IL,977
07-01-16,Rockets,Dwight Howard,,Dwight Howard,soreness/stiffness in lower back (DTD),2730
07-01-16,Rockets,Ty Lawson,Ty Lawson,,returned to lineup,201951
08-01-16,Blazers,Luis Montero,,Luis Montero,placed on IL,1626242
08-01-16,Blazers,C.J. McCollum,C.J. McCollum,,activated from IL,203468
08-01-16,Bucks,Miles Plumlee,,Miles Plumlee,sore left knee (DTD),203101
08-01-16,Bucks,Tyler Ennis,,Tyler Ennis,illness (DTD),203898
08-01-16,Grizzlies,Courtney Lee,,Courtney Lee,bruised left hip (DTD),201584
08-01-16,Grizzlies,Jordan Adams,,Jordan Adams,placed on IL with right knee injury (out for season),203919
08-01-16,Lakers,D'Angelo Russell,,D'Angelo Russell,sprained right ankle (DTD),1626156
08-01-16,Lakers,Ron Artest,Ron Artest,,activated from IL,1897
08-01-16,Lakers,Robert Sacre,Robert Sacre,,activated from IL,203135
08-01-16,Mavericks,John Jenkins,,John Jenkins,placed on IL,203098
08-01-16,Mavericks,Salah Mejri,,Salah Mejri,placed on IL,1626257
08-01-16,Mavericks,Deron Williams,Deron Williams,,activated from IL,101114
08-01-16,Mavericks,Dirk Nowitzki,Dirk Nowitzki,,activated from IL,1717
08-01-16,Mavericks,Zaza Pachulia,Zaza Pachulia,,returned to lineup,2585
08-01-16,Pelicans,Anthony Davis,,Anthony Davis,bruised back (DTD),203076
08-01-16,Spurs,Rasual Butler,,Rasual Butler,placed on IL,2446
08-01-16,Spurs,Ray McCallum Jr.,,Ray McCallum Jr.,placed on IL,203492
08-01-16,Spurs,Tony Parker, Tony Parker,,activated from IL,2225
08-01-16,Spurs,LaMarcus Aldridge,LaMarcus Aldridge,,activated from IL,200746
08-01-16,Suns,Ronnie Price,,Ronnie Price,placed on IL with toe injury,101179
08-01-16,Wizards,Drew Gooden,Drew Gooden,,returned to lineup,2400
08-01-16,Lakers,Ryan Kelly,,Ryan Kelly,placed on IL,203527
08-01-16,Lakers,Tarik Black,,Tarik Black,placed on IL,204028
08-01-16,Grizzlies,Jarell Martin,,Jarell Martin,bone bruise in left foot (DTD),1626185
08-01-16,Grizzlies,James Ennis,James Ennis,,activated from IL,203516
09-01-16,Hawks,Jeff Teague,,Jeff Teague,ankle injury (DTD),201952
09-01-16,Hawks,Thabo Sefolosha,,Thabo Sefolosha,sore right wrist (DTD),200757
09-01-16,Hawks,Thabo Sefolosha,,Thabo Sefolosha,placed on IL with sore right wrist,200757
09-01-16,Hawks,Lamar Patterson,Lamar Patterson,,activated from IL,203934
09-01-16,Heat,Tyler Johnson,,Tyler Johnson,sore shoulder (DTD),204020
09-01-16,Jazz,Rudy Gobert,Rudy Gobert,,activated from IL (P),203497
09-01-16,Kings,James Anderson,,James Anderson,strained left hamstring (DTD),202341
09-01-16,Kings,Willie Cauley-Stein,Willie Cauley-Stein,,returned to lineup,1626161
09-01-16,Lakers,Brandon Bass,,Brandon Bass,corneal abrasion in right eye (DTD),101138
09-01-16,Nuggets,Jameer Nelson,,Jameer Nelson,strained hip flexor (DTD),2749
09-01-16,Pistons,Marcus Morris,,Marcus Morris,left knee tendinitis (DTD),202694
09-01-16,Wizards,Nene Hilario,,Nene Hilario ,strained right triceps (DTD),2403
10-01-16,Bucks,O.J. Mayo,,O.J. Mayo,sore left hamstring (DTD),201564
10-01-16,Bucks,Miles Plumlee,Miles Plumlee,,returned to lineup,203101
10-01-16,Bucks,Tyler Ennis,Tyler Ennis,,returned to lineup,203898
10-01-16,Celtics,Avery Bradley,Avery Bradley,,activated from IL,202340
10-01-16,Hornets,Nicolas Batum,Nicolas Batum,,returned to lineup,201587
10-01-16,Jazz,Rodney Hood,Rodney Hood,,returned to lineup,203918
10-01-16,Lakers,Kobe Bryant,,Kobe Bryant,strained right Achilles (DTD),977
10-01-16,Nuggets,Jameer Nelson,,Jameer Nelson,placed on IL with hip injury,2749
10-01-16,Nuggets,Emmanuel Mudiay,Emmanuel Mudiay,,activated from IL,1626144
10-01-16,Rockets,Donatas Motiejunas,,Donatas Motiejunas,placed on IL,202700
10-01-16,Rockets,K.J. McDaniels,,K.J. McDaniels,placed on IL,203909
10-01-16,Rockets,Dwight Howard,Dwight Howard,,returned to lineup,2730
11-01-16,Bulls,Cristiano Felicio,,Cristiano Felicio,placed on IL,1626245
11-01-16,Bulls,Joakim Noah,Joakim Noah,,activated from IL,201149
11-01-16,Heat,Hassan Whiteside,,Hassan Whiteside,knee injury (DTD),202355
11-01-16,Heat,Jarnell Stokes,,Jarnell Stokes,placed on IL,203950
11-01-16,Heat,Tyler Johnson,Tyler Johnson,,returned to lineup,204020
11-01-16,Pelicans,Quincy Pondexter,,Quincy Pondexter,surgery on left knee to repair cartilage damage (out for season),202347
11-01-16,Warriors,Leandro Barbosa,Leandro Barbosa,,activated from IL,2571
11-01-16,Wizards,Marcin Gortat,,Marcin Gortat,sore left knee (DTD),101162
11-01-16,Wizards,Nene Hilario,Nene Hilario ,,returned to lineup,2403
12-01-16,Bucks,O.J. Mayo,O.J. Mayo,,returned to lineup,201564
12-01-16,Cavaliers,Sasha Kaun,Sasha Kaun,,activated from IL,201619
12-01-16,Clippers,DeAndre Jordan,,DeAndre Jordan,pneumonia (DTD),201599
12-01-16,Grizzlies,Matt Barnes,,Matt Barnes,bruised right thumb (DTD),2440
12-01-16,Grizzlies,Courtney Lee,Courtney Lee,,returned to lineup,201584
12-01-16,Knicks,Lou Amundson,Lou Amundson,,returned to lineup,200811
12-01-16,Lakers,Ron Artest,,Ron Artest,placed on IL,1897
12-01-16,Lakers,Robert Sacre,,Robert Sacre,placed on IL,203135
12-01-16,Lakers,Brandon Bass,Brandon Bass,,returned to lineup,101138
12-01-16,Lakers,D'Angelo Russell,D'Angelo Russell,,returned to lineup,1626156
12-01-16,Lakers,Kobe Bryant,Kobe Bryant,,returned to lineup,977
12-01-16,Pacers,Rodney Stuckey,,Rodney Stuckey,sprained right ankle/foot (DTD),201155
12-01-16,Pistons,Marcus Morris,Marcus Morris,,returned to lineup,202694
12-01-16,Spurs,Matt Bonner,,Matt Bonner,placed on IL,2588
12-01-16,Spurs,Ray McCallum Jr.,Ray McCallum Jr.,,activated from IL,203492
12-01-16,Suns,Alex Len,,Alex Len,sprained left hand (DTD),203458
12-01-16,Suns,Brandon Knight,,Brandon Knight,food poisoning (DTD),202688
12-01-16,Timberwolves,Nikola Pekovic,,Nikola Pekovic,placed on IL,201593
12-01-16,Timberwolves,Damjan Rudez,Damjan Rudez,,activated from IL,204014
12-01-16,Lakers,Ryan Kelly,Ryan Kelly,,activated from IL,203527
12-01-16,Lakers,Tarik Black,Tarik Black,,activated from IL,204028
12-01-16,Magic,Joe Harris,,Joe Harris,surgery on right foot (out indefinitely) (P- error?),203925
12-01-16,Magic,Joe Harris,Joe Harris,,returned to lineup,203925
13-01-16,Clippers,Branden Dawson,,Branden Dawson,placed on IL,1626183
13-01-16,Clippers,C.J. Wilcox,C.J. Wilcox,,activated from IL,203912
13-01-16,Hawks,Lamar Patterson,,Lamar Patterson,placed on IL,203934
13-01-16,Hawks,Thabo Sefolosha,Thabo Sefolosha,,activated from IL,200757
13-01-16,Heat,Goran Dragic,,Goran Dragic,placed on IL with strained left calf,201609
13-01-16,Heat,Hassan Whiteside,Hassan Whiteside,,returned to lineup,202355
13-01-16,Kings,James Anderson,James Anderson,,returned to lineup,202341
13-01-16,Kings,Omri Casspi,Omri Casspi,,returned to lineup,201956
13-01-16,Knicks,Carmelo Anthony,,Carmelo Anthony,sprained right ankle (DTD),2546
13-01-16,Mavericks,Chandler Parsons,,Chandler Parsons,placed on IL for rest,202718
13-01-16,Mavericks,Deron Williams,,Deron Williams,rest (DTD),101114
13-01-16,Mavericks,Dirk Nowitzki,,Dirk Nowitzki,rest (DTD),1717
13-01-16,Mavericks,Wes Matthews Jr.,,Wes Matthews Jr.,placed on IL for rest,77484
13-01-16,Mavericks,Zaza Pachulia,,Zaza Pachulia,sore right Achilles (DTD),2585
13-01-16,Mavericks,John Jenkins,John Jenkins,,activated from IL,203098
13-01-16,Mavericks,Salah Mejri,Salah Mejri,,activated from IL,1626257
13-01-16,Nets,Jarrett Jack,,Jarrett Jack,surgery on right knee to repair torn ligament (out for season),101127
13-01-16,Nuggets,J.J. Hickson,,J.J. Hickson,placed on IL with root canal,201581
13-01-16,Nuggets,Jameer Nelson,Jameer Nelson,,activated from IL,2749
13-01-16,Pelicans,Anthony Davis,Anthony Davis,,returned to lineup,203076
13-01-16,Timberwolves,Kevin Garnett,,Kevin Garnett,placed on IL,708
13-01-16,Timberwolves,Nikola Pekovic,Nikola Pekovic,,activated from IL,201593
13-01-16,Warriors,Draymond Green,,Draymond Green,rest (DTD),203110
13-01-16,Warriors,James McAdoo,,James McAdoo ,placed on IL with sprained toe on left foot,203949
13-01-16,Warriors,Leandro Barbosa,Leandro Barbosa,,activated from IL,2571
13-01-16,Wizards,Marcin Gortat,,Marcin Gortat,placed on IL with sore left knee,101162
13-01-16,Wizards,Bradley Beal,Bradley Beal,,returned to lineup,203078
13-01-16,Wizards,Bradley Beal,Bradley Beal,,activated from IL (P),203078
14-01-16,76ers,Jerami Grant,,Jerami Grant,strained left calf (DTD),203924
14-01-16,Bucks,O.J. Mayo,,O.J. Mayo,sore left hamstring (DTD),201564
14-01-16,Bulls,Derrick Rose,,Derrick Rose,left knee patellar tendinitis (DTD),201565
14-01-16,Bulls,Pau Gasol,,Pau Gasol,placed on IL for rest / shoulder injury,2200
14-01-16,Bulls,Cristiano Felicio,Cristiano Felicio,,activated from IL,1626245
14-01-16,Grizzlies,Matt Barnes,Matt Barnes,,returned to lineup,2440
14-01-16,Heat,Chris Andersen,,Chris Andersen,sore left knee (DTD),2365
14-01-16,Hornets,Jeremy Lamb,,Jeremy Lamb,sprained right big toe (DTD),203087
14-01-16,Lakers,Brandon Bass,,Brandon Bass,placed on IL with sore foot / ankle injury (CBC),101138
14-01-16,Lakers,Ron Artest,Ron Artest,,activated from IL,1897
14-01-16,Magic,Elfrid Payton,Elfrid Payton,,returned to lineup,203901
14-01-16,Spurs,Ray McCallum Jr.,,Ray McCallum Jr.,placed on IL,203492
14-01-16,Spurs,Rasual Butler,Rasual Butler,,activated from IL,2446
15-01-16,Bucks,Damien Inglis,,Damien Inglis,placed on IL,203996
15-01-16,Bucks,Jerryd Bayless,,Jerryd Bayless,sprained left ankle (DTD),201573
15-01-16,Bucks,O.J. Mayo,,O.J. Mayo,sore left hamstring (DTD),201564
15-01-16,Bucks,Jerryd Bayless,Jerryd Bayless,,activated from IL,201573
15-01-16,Bulls,Cristiano Felicio,,Cristiano Felicio,placed on IL,1626245
15-01-16,Bulls,Joakim Noah,,Joakim Noah,separated left shoulder (out for season),201149
15-01-16,Bulls,Derrick Rose,Derrick Rose,,returned to lineup,201565
15-01-16,Bulls,Pau Gasol,Pau Gasol,,activated from IL,2200
15-01-16,Hawks,Thabo Sefolosha,Thabo Sefolosha,,returned to lineup,200757
15-01-16,Heat,Dwyane Wade,,Dwyane Wade,sore shoulder (DTD),2548
15-01-16,Mavericks,Justin Anderson,,Justin Anderson,placed on IL,1626147
15-01-16,Mavericks,Chandler Parsons,Chandler Parsons,,activated from IL,202718
15-01-16,Mavericks,Deron Williams,Deron Williams,,returned to lineup,101114
15-01-16,Mavericks,Wes Matthews Jr.,Wes Matthews Jr.,,activated from IL,77484
15-01-16,Mavericks,Zaza Pachulia,Zaza Pachulia,,returned to lineup,2585
15-01-16,Nuggets,Jusuf Nurkic,,Jusuf Nurkic,placed on IL with ankle injury / sore left knee (Y),203994
15-01-16,Nuggets,J.J. Hickson,J.J. Hickson,,activated from IL,201581
15-01-16,Suns,Ronnie Price,,Ronnie Price,surgery on right big toe to remove loose bodies (out indefinitely),101179
15-01-16,Timberwolves,Kevin Martin,,Kevin Martin,placed on IL with illness,2755
15-01-16,Timberwolves,Kevin Garnett,Kevin Garnett,,activated from IL,708
15-01-16,Wizards,Otto Porter Jr.,,Otto Porter Jr.,sore right hip (DTD),203490
15-01-16,Rockets,K.J. McDaniels,K.J. McDaniels,,activated from IL,203909
16-01-16,76ers,Nik Stauskas,,Nik Stauskas,bruised left shoulder (DTD),203917
16-01-16,Bucks,O.J. Mayo,,O.J. Mayo,sore left hamstring (DTD),201564
16-01-16,Jazz,Trevor Booker,,Trevor Booker,concussion (DTD),202344
16-01-16,Suns,Brandon Knight,Brandon Knight,,returned to lineup,202688
16-01-16,Wizards,Bradley Beal,,Bradley Beal,placed on IL for rest,203078
16-01-16,Wizards,Drew Gooden,,Drew Gooden,sore left / right (Y) calf (DTD),2400
16-01-16,Wizards,Marcin Gortat,Marcin Gortat,,activated from IL,101162
17-01-16,Bulls,Kirk Hinrich,,Kirk Hinrich,bruised left quadricep (DTD),2550
17-01-16,Heat,Beno Udrih,,Beno Udrih,strained neck (DTD),2757
17-01-16,Heat,Dwyane Wade,Dwyane Wade,,returned to lineup,2548
17-01-16,Lakers,Larry Nance Jr.,,Larry Nance Jr.,placed on IL with sore right knee,1626204
17-01-16,Lakers,Ron Artest,,Ron Artest,placed on IL,1897
17-01-16,Lakers,Brandon Bass,Brandon Bass,,activated from IL,101138
17-01-16,Lakers,Robert Sacre,Robert Sacre,,activated from IL,203135
17-01-16,Mavericks,Salah Mejri,,Salah Mejri,placed on IL,1626257
17-01-16,Mavericks,John Jenkins,John Jenkins,,activated from IL (P),203098
17-01-16,Nuggets,J.J. Hickson,,J.J. Hickson,placed on IL,201581
17-01-16,Nuggets,Jameer Nelson,,Jameer Nelson,sprained right wrist (DTD),2749
17-01-16,Pacers,Ian Mahinmi,,Ian Mahinmi,sore left heel (DTD),101133
17-01-16,Rockets,Patrick Beverley,,Patrick Beverley,ankle injury (DTD),201976
17-01-16,Timberwolves,Damjan Rudez,,Damjan Rudez,placed on IL,204014
17-01-16,Timberwolves,Kevin Martin,Kevin Martin,,activated from IL,2755
18-01-16,76ers,Jerami Grant,Jerami Grant,,returned to lineup,203924
18-01-16,Bulls,Joakim Noah,,Joakim Noah,placed on IL with surgery on left shoulder to repair separation (out for season),201149
18-01-16,Bulls,Cristiano Felicio,Cristiano Felicio,,activated from IL,1626245
18-01-16,Cavaliers,Sasha Kaun,,Sasha Kaun,placed on IL,201619
18-01-16,Clippers,DeAndre Jordan,DeAndre Jordan,,returned to lineup,201599
18-01-16,Grizzlies,Mike Conley Jr.,Mike Conley Jr.,,returned to lineup,201144
18-01-16,Jazz,Trevor Booker,Trevor Booker,,returned to lineup,202344
18-01-16,Knicks,Kevin Seraphin,,Kevin Seraphin,bruised right rib (DTD),202338
18-01-16,Knicks,Carmelo Anthony,Carmelo Anthony,,returned to lineup,2546
18-01-16,Magic,Victor Oladipo,,Victor Oladipo,placed on IL with sprained knee,203506
18-01-16,Magic,Victor Oladipo,Victor Oladipo,,activated from IL,203506
18-01-16,Mavericks,John Jenkins,,John Jenkins,placed on IL,203098
18-01-16,Mavericks,Justin Anderson,Justin Anderson,,activated from IL,1626147
18-01-16,Nets,Andrea Bargnani,,Andrea Bargnani,sore right ankle (DTD),200745
18-01-16,Pelicans,Tyreke Evans,,Tyreke Evans,right knee injury (DTD),201936
18-01-16,Rockets,Patrick Beverley,Patrick Beverley,,returned to lineup,201976
